Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Gene name
ENSG00000275750,CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1,54769705,54783961,KIR2DL1
ENSG00000278710,CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1,54850408,54867186,KIR3DL2
ENSG00000276218,CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1,54738484,54752990,KIR2DL3
ENSG00000277362,CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1,54803533,54814482,KIR2DL4
ENSG00000278442,CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1,54850442,54867200,KIR3DL2
ENSG00000278758,CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1,54864015,54880809,KIR3DL2
ENSG00000275626,CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1,54835435,54852194,KIR3DL2
ENSG00000274146,CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1,54802891,54817199,KIR3DL1
ENSG00000277317,CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1,54738506,54752764,KIR2DL3
ENSG00000278079,CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1,54816470,54830813,KIR3DL1
ENSG00000275083,CHR_HSCHR19KIR_G085_A_HAP_CTG3_1,54850406,54867200,KIR3DL2
ENSG00000278327,CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1,54738499,54753027,KIR2DL3
ENSG00000275262,CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1,54850443,54867215,KIR3DL2
ENSG00000273887,CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1,54738479,54753050,KIR2DL3
ENSG00000276450,CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1,54905329,54909244,NCR1
ENSG00000275288,CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1,54816438,54830737,KIR3DL1
ENSG00000273794,CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1,54769825,54784337,KIR2DL1
ENSG00000274108,CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1,54738481,54752986,KIR2DL3
ENSG00000277356,CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1,54769746,54783981,KIR2DL1
ENSG00000278201,CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1,54802913,54813989,KIR2DL4
ENSG00000276310,CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1,54769748,54784069,KIR2DL1
ENSG00000278025,CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1,54977550,54981465,NCR1
ENSG00000277750,CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1,54803572,54814476,KIR2DL4
ENSG00000278271,CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1,54789822,54800920,KIR2DL4
ENSG00000278755,CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1,54769814,54784135,KIR2DL1
ENSG00000273498,CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1,54789862,54800938,KIR2DL4
ENSG00000278726,CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1,54850439,54867235,KIR3DL2
ENSG00000275416,CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1,54850500,54867258,KIR3DL2
ENSG00000276882,CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1,54921821,54938615,KIR3DL2
ENSG00000275629,CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1,54849620,54866390,KIR3DL2
ENSG00000277850,CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1,54803411,54814521,KIR2DL4
ENSG00000277076,CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1,54789863,54800933,KIR2DL4
ENSG00000278368,CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1,54816432,54830744,KIR3DL1
ENSG00000276459,CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1,54738512,54753028,KIR2DL3
ENSG00000278207,CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1,54814235,54828734,KIR2DL1
ENSG00000278248,CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1,54769801,54784302,KIR2DL1
ENSG00000275637,CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1,54906192,54910107,NCR1
ENSG00000275848,CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1,54848033,54858928,KIR2DL4
ENSG00000276357,CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1,54850475,54867233,KIR3DL2
ENSG00000277442,CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1,54906159,54910074,NCR1
ENSG00000278809,CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1,54850485,54867216,KIR3DL2
ENSG00000278495,CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1,54769810,54784323,KIR2DL1
ENSG00000274920,CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1,54860886,54875194,KIR3DL1
ENSG00000276625,CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1,54769794,54784109,KIR2DL1
ENSG00000275317,CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1,54803627,54814543,KIR2DL4
ENSG00000280759,CHR_HSCHR11_2_CTG1,940735,1012239,AP2A2
ENSG00000278856,CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1,54816482,54830789,KIR3DL1
ENSG00000278656,CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1,54836668,54853397,KIR3DL2
ENSG00000275456,CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1,54803616,54814523,KIR2DL4
ENSG00000278403,CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1,54922093,54938887,KIR3DL2
ENSG00000277278,CHR_HSCHR15_1_CTG8,28320122,28322152,HERC2
ENSG00000273936,CHR_HSCHR1_1_CTG3,2555639,2565622,TNFRSF14
ENSG00000277540,CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1,54837484,54858960,KIR2DL4
ENSG00000278430,CHR_HSCHR19KIR_G248_A_HAP_CTG3_1,54803354,54814544,KIR2DL4
ENSG00000278821,CHR_HSCHR19KIR_G248_A_HAP_CTG3_1,54769815,54784318,KIR2DL1
ENSG00000276798,CHR_HSCHR19LRC_COX2_CTG3_1,54315894,54346149,LILRA4
ENSG00000276536,CHR_HSCHR11_1_CTG8,532242,537287,HRAS
ENSG00000278361,CHR_HSCHR19KIR_G248_A_HAP_CTG3_1,54850495,54867253,KIR3DL2
ENSG00000276163,CHR_HSCHR19LRC_COX2_CTG3_1,54360692,54377679,LAIR1
ENSG00000277709,CHR_HSCHR19LRC_LRC_J_CTG3_1,54883911,54885779,KIR3DL2
ENSG00000281184,CHR_HSCHR6_1_CTG5,170544440,170544544,PSMB1
ENSG00000275522,CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1,54814247,54828575,KIR2DL1
ENSG00000277175,CHR_HSCHR19KIR_G248_A_HAP_CTG3_1,54816466,54830808,KIR3DL1
ENSG00000275658,CHR_HSCHR19LRC_LRC_T_CTG3_1,54746977,54761521,KIR2DL3
ENSG00000274513,CHR_HSCHR19LRC_PGF2_CTG3_1,54274450,54281944,LILRB2
ENSG00000275838,CHR_HSCHR19LRC_LRC_T_CTG3_1,54794614,54811438,KIR3DL2
ENSG00000276979,CHR_HSCHR19LRC_COX2_CTG3_1,54446939,54458015,KIR2DL4
ENSG00000231179,CHR_HSCHR6_MHC_APD_CTG1,31561856,31578081,MICB
ENSG00000275623,CHR_HSCHR19KIR_G248_A_HAP_CTG3_1,54738461,54752744,KIR2DL3
ENSG00000278355,CHR_HSCHR19LRC_COX2_CTG3_1,54314055,54320118,LILRA5
ENSG00000276452,CHR_HSCHR19LRC_PGF2_CTG3_1,54388712,54389685,LILRB1
ENSG00000276982,CHR_HSCHR19LRC_LRC_J_CTG3_1,54094681,54102740,OSCAR
ENSG00000278362,CHR_HSCHR19LRC_COX2_CTG3_1,54576966,54586961,NCR1
ENSG00000274185,CHR_HSCHR19LRC_PGF2_CTG3_1,54316049,54346292,LILRA4
ENSG00000274084,CHR_HSCHR19LRC_COX1_CTG3_1,54429706,54442942,LAIR2
ENSG00000278154,CHR_HSCHR19LRC_PGF2_CTG3_1,54361220,54378234,LAIR1
ENSG00000278555,CHR_HSCHR19LRC_COX1_CTG3_1,54594151,54602395,LILRB4
ENSG00000275196,CHR_HSCHR19LRC_COX2_CTG3_1,54426396,54427817,KIR2DL1
ENSG00000275584,CHR_HSCHR19LRC_COX1_CTG3_1,54238892,54243172,LILRA6
ENSG00000275551,CHR_HSCHR19LRC_LRC_T_CTG3_1,54094681,54102740,OSCAR
ENSG00000274000,CHR_HSCHR19LRC_COX1_CTG3_1,54504943,54519583,LILRA2
ENSG00000276051,CHR_HSCHR6_MHC_APD_CTG1,29826986,29831158,HLA-G
ENSG00000277177,CHR_HSCHR19LRC_PGF2_CTG3_1,54216894,54243483,LILRA6
ENSG00000276146,CHR_HSCHR19LRC_COX1_CTG3_1,54274195,54281689,LILRB2
ENSG00000274703,CHR_HSCHR19LRC_LRC_S_CTG3_1,54094681,54102740,OSCAR
ENSG00000278707,CHR_HSCHR19LRC_COX2_CTG3_1,54521328,54538122,KIR3DL2
ENSG00000278634,CHR_HSCHR19LRC_PGF1_CTG3_1,54503437,54518077,LILRA2
ENSG00000277263,CHR_HSCHR6_8_CTG1,32446915,32452117,HLA-DRA
ENSG00000275798,CHR_HSCHR6_8_CTG1,32402558,32414973,BTNL2
ENSG00000233095,CHR_HSCHR6_MHC_SSTO_CTG1,29824463,29828635,HLA-G
ENSG00000276739,CHR_HSCHR19LRC_LRC_S_CTG3_1,54857994,54874788,KIR3DL2
ENSG00000278211,CHR_HSCHR15_3_CTG8,44729020,44767863,TRIM69
ENSG00000277807,CHR_HSCHR19LRC_PGF1_CTG3_1,54547681,54568080,LILRB1
ENSG00000277816,CHR_HSCHR19LRC_COX1_CTG3_1,54217107,54223520,LILRB3
ENSG00000275644,CHR_HSCHR19LRC_COX2_CTG3_1,54094681,54102740,OSCAR
ENSG00000276802,CHR_HSCHR15_4_CTG8,28110217,28435080,HERC2
ENSG00000206450,CHR_HSCHR6_MHC_QBL_CTG1,31259328,31347305,HLA-B
ENSG00000273686,CHR_HSCHR15_3_CTG8,44711489,44718888,B2M
ENSG00000278533,CHR_HSCHR19LRC_LRC_I_CTG3_1,54094681,54102740,OSCAR
ENSG00000263238,CHR_HSCHR4_1_CTG12,155924118,155953911,CTSO
ENSG00000275463,CHR_HSCHR19_4_CTG3_1,54274422,54281786,LILRB2
ENSG00000277414,CHR_HSCHR19LRC_COX1_CTG3_1,54250781,54257977,LILRB5
ENSG00000281943,CHR_HSCHR7_2_CTG6,142571143,142571615,TRBV7-9
ENSG00000275404,CHR_HSCHR19LRC_PGF2_CTG3_1,54314236,54320273,LILRA5
ENSG00000243612,CHR_HSCHR6_MHC_APD_CTG1,32852194,32856479,HLA-DOB
ENSG00000277751,CHR_HSCHR19LRC_PGF1_CTG3_1,54274438,54278995,LILRB2
ENSG00000274311,CHR_HSCHR19LRC_PGF2_CTG3_1,54251046,54258245,LILRB5
ENSG00000274914,CHR_HSCHR19LRC_COX1_CTG3_1,54314131,54327636,LILRA5
ENSG00000230463,CHR_HSCHR6_MHC_APD_CTG1,32558296,32572041,HLA-DRB3
ENSG00000275539,CHR_HSCHR19LRC_PGF1_CTG3_1,54239108,54243457,LILRA6
ENSG00000274145,CHR_HSCHR17_1_CTG2,1646145,1650077,RILP
ENSG00000274669,CHR_HSCHR19LRC_COX1_CTG3_1,54548949,54569575,LILRB1
ENSG00000273911,CHR_HSCHR19LRC_LRC_I_CTG3_1,54855924,54864640,KIR3DL2
ENSG00000236315,CHR_HSCHR6_MHC_APD_CTG1,31655881,31659971,NCR3
ENSG00000224994,CHR_HSCHR6_MHC_COX_CTG1,30316275,30333529,TRIM39
ENSG00000238289,CHR_HSCHR6_MHC_MCF_CTG1,31574447,31587478,MICB
ENSG00000243958,CHR_HSCHR6_MHC_SSTO_CTG1,32934853,32970271,PSMB9
ENSG00000278279,CHR_HSCHR19LRC_PGF2_CTG3_1,54414251,54422496,LILRB4
ENSG00000275990,CHR_HSCHR22_1_CTG5,36860995,36880544,NCF4
ENSG00000225845,CHR_HSCHR6_MHC_MCF_CTG1,32470120,32483292,BTNL2
ENSG00000274926,CHR_HSCHR19LRC_PGF1_CTG3_1,54699775,54714233,KIR2DL1
ENSG00000239836,CHR_HSCHR6_MHC_MANN_CTG1,32997896,33033347,PSMB9
ENSG00000262418,CHR_HSCHR1_3_CTG31,198650158,198733963,PTPRC
ENSG00000232367,CHR_HSCHR6_MHC_COX_CTG1,32767527,32776296,TAP1
ENSG00000231021,CHR_HSCHR6_MHC_MCF_CTG1,32611143,32626106,HLA-DRB4
ENSG00000274952,CHR_HSCHR19LRC_COX1_CTG3_1,54669793,54684345,KIR2DL3
ENSG00000282208,CHR_HSCHR7_2_CTG6,142602235,142602743,TRBV12-3
ENSG00000234218,CHR_HSCHR6_MHC_COX_CTG1,31485545,31498583,MICB
ENSG00000273991,CHR_HSCHR19LRC_PGF1_CTG3_1,54251026,54258210,LILRB5
ENSG00000227357,CHR_HSCHR6_MHC_SSTO_CTG1,32542598,32557561,HLA-DRB4
ENSG00000274575,CHR_HSCHR22_1_CTG3,22418863,22419379,IGLV1-40
ENSG00000230675,CHR_HSCHR6_MHC_APD_CTG1,32796644,32804081,HLA-DQB2
ENSG00000274854,CHR_HSCHR22_1_CTG3,22380766,22381346,IGLV1-44
ENSG00000278293,CHR_HSCHR22_1_CTG3,22395019,22395490,IGLV7-43
ENSG00000278378,CHR_HSCHR19LRC_PGF2_CTG3_1,54094681,54102740,OSCAR
ENSG00000274036,CHR_HSCHR19_4_CTG3_1,54824676,54838980,KIR3DL1
ENSG00000227715,CHR_HSCHR6_MHC_MCF_CTG1,30021043,30024386,HLA-A
ENSG00000227816,CHR_HSCHR6_MHC_APD_CTG1,32884481,32893250,TAP1
ENSG00000206430,CHR_HSCHR6_MHC_QBL_CTG1,31579125,31583213,NCR3
ENSG00000274110,CHR_HSCHR19LRC_PGF1_CTG3_1,54283996,54300924,LAIR1
ENSG00000242386,CHR_HSCHR6_MHC_MCF_CTG1,32968079,32986577,HLA-DMB
ENSG00000278738,CHR_HSCHR19LRC_COX1_CTG3_1,54701102,54715618,KIR2DL1
ENSG00000274935,CHR_HSCHR19LRC_COX1_CTG3_1,54525581,54534404,LILRA1
ENSG00000274148,CHR_HSCHR19_4_CTG3_1,54237215,54243458,LILRA6
ENSG00000206495,CHR_HSCHR6_MHC_QBL_CTG1,30315961,30333218,TRIM39
ENSG00000226165,CHR_HSCHR6_MHC_SSTO_CTG1,32847708,32855144,HLA-DQB2
ENSG00000226127,CHR_HSCHR6_MHC_APD_CTG1,32460601,32473766,BTNL2
ENSG00000239463,CHR_HSCHR6_MHC_MCF_CTG1,32982065,33004180,HLA-DMA
ENSG00000226437,CHR_HSCHR6_MHC_MANN_CTG1,30371111,30388367,TRIM39
ENSG00000273511,CHR_HSCHR19LRC_COX1_CTG3_1,54094681,54102740,OSCAR
ENSG00000277335,CHR_HSCHR19_4_CTG3_1,54505847,54518644,LAIR2
ENSG00000273535,CHR_HSCHR19LRC_PGF1_CTG3_1,54836140,54846123,NCR1
ENSG00000206493,CHR_HSCHR6_MHC_QBL_CTG1,30478970,30483708,HLA-E
ENSG00000206505,CHR_HSCHR6_MHC_QBL_CTG1,29930625,29999286,HLA-A
ENSG00000281385,CHR_HSCHR11_3_CTG1,940735,1019087,AP2A2
ENSG00000277924,CHR_HSCHR19LRC_PGF1_CTG3_1,54668491,54683019,KIR2DL3
ENSG00000277398,CHR_HSCHR19LRC_PGF1_CTG3_1,54524093,54532898,LILRA1
ENSG00000242092,CHR_HSCHR6_MHC_APD_CTG1,32973881,32992379,HLA-DMB
ENSG00000282637,CHR_HSCHR17_2_CTG5,45316960,45317040,MAP3K14
ENSG00000230669,CHR_HSCHR6_MHC_APD_CTG1,32879989,32883975,PSMB8
ENSG00000275819,CHR_HSCHR19LRC_PGF1_CTG3_1,54428232,54441459,LAIR2
ENSG00000274587,CHR_HSCHR19_4_CTG3_1,54217271,54223706,LILRB3
ENSG00000275199,CHR_HSCHR1_3_CTG32_1,243488233,243855434,AKT3
ENSG00000282322,CHR_HSCHR14_3_CTG1,106117406,106117975,IGHV3-11
ENSG00000276491,CHR_HSCHR14_3_CTG1,106398342,106398826,IGHV4-34
ENSG00000282657,CHR_HSCHR14_3_CTG1,105854991,105856989,IGHM
ENSG00000282579,CHR_HSCHR14_3_CTG1,106446390,106446899,IGHV4-39
ENSG00000234487,CHR_HSCHR6_MHC_MCF_CTG1,29719887,29722948,HLA-F
ENSG00000276042,CHR_HSCHR19LRC_PGF1_CTG3_1,54592642,54600251,LILRB4
ENSG00000282642,CHR_HSCHR14_3_CTG1,106359784,106360304,IGHV3-33
ENSG00000278801,CHR_HSCHR14_3_CTG1,105837536,105846448,IGHD
ENSG00000282593,CHR_HSCHR14_3_CTG1,106617357,106618028,IGHV3-53
ENSG00000282286,CHR_HSCHR14_3_CTG1,106130311,106130843,IGHV3-13
ENSG00000282550,CHR_HSCHR14_3_CTG1,105987353,105987854,IGHV1-2
ENSG00000282211,CHR_HSCHR14_3_CTG1,106062920,106063454,IGHV3-7
ENSG00000276053,CHR_HSCHR19_4_CTG3_1,54359738,54378912,LAIR1
ENSG00000282691,CHR_HSCHR14_3_CTG1,106651930,106652506,IGHV4-59
ENSG00000282453,CHR_HSCHR14_3_CTG1,106794747,106795266,IGHV2-70
ENSG00000275566,CHR_HSCHR19LRC_PGF1_CTG3_1,54780466,54797223,KIR3DL2
ENSG00000236693,CHR_HSCHR6_MHC_APD_CTG1,33114995,33126260,HLA-DPB1
ENSG00000282627,CHR_HSCHR14_3_CTG1,106562491,106563025,IGHV3-48
ENSG00000277318,CHR_HSCHR14_3_CTG1,106038673,106039136,IGHV2-5
ENSG00000232839,CHR_HSCHR6_MHC_DBB_CTG1,30316726,30333982,TRIM39
ENSG00000232957,CHR_HSCHR6_MHC_SSTO_CTG1,33144838,33150271,HLA-DOA
ENSG00000282777,CHR_HSCHR14_3_CTG1,106335853,106336384,IGHV3-30
ENSG00000228080,CHR_HSCHR6_MHC_SSTO_CTG1,32670593,32703817,HLA-DRB1
ENSG00000234794,CHR_HSCHR6_MHC_SSTO_CTG1,32446450,32451660,HLA-DRA
ENSG00000282350,CHR_HSCHR14_3_CTG1,106739363,106739862,IGHV1-69
ENSG00000282131,CHR_HSCHR14_3_CTG1,106535796,106536537,IGHV1-46
ENSG00000281962,CHR_HSCHR14_3_CTG1,106269377,106269911,IGHV3-23
ENSG00000242361,CHR_HSCHR6_MHC_APD_CTG1,32987867,32992379,HLA-DMA
ENSG00000274609,CHR_HSCHR19LRC_PGF1_CTG3_1,54733566,54744515,KIR2DL4
ENSG00000275730,CHR_HSCHR19_4_CTG3_1,54671018,54678557,LILRB4
ENSG00000275545,CHR_HSCHR19LRC_PGF1_CTG3_1,54746462,54760779,KIR3DL1
ENSG00000276977,CHR_HSCHR2_3_CTG15,241849881,241858908,PDCD1
ENSG00000224378,CHR_HSCHR6_MHC_DBB_CTG1,31480101,31493317,MICB
ENSG00000275019,CHR_HSCHR19LRC_PGF1_CTG3_1,54217293,54223789,LILRB3
ENSG00000235680,CHR_HSCHR6_MHC_MANN_CTG1,29823861,29828018,HLA-G
ENSG00000223980,CHR_HSCHR6_MHC_SSTO_CTG1,29930538,29999232,HLA-A
ENSG00000241394,CHR_HSCHR6_MHC_DBB_CTG1,32926550,32931062,HLA-DMA
ENSG00000274410,CHR_HSCHR19_4_CTG3_1,54746721,54761251,KIR2DL3
ENSG00000275290,CHR_HSCHR19_4_CTG3_1,54581134,54595774,LILRA2
ENSG00000235744,CHR_HSCHR6_MHC_DBB_CTG1,32982126,32987559,HLA-DOA
ENSG00000229074,CHR_HSCHR6_MHC_MANN_CTG1,32723350,32757450,HLA-DRB1
ENSG00000228163,CHR_HSCHR6_MHC_MANN_CTG1,33218673,33234885,HLA-DPA1
ENSG00000275736,CHR_HSCHR19_4_CTG3_1,54094679,54102746,OSCAR
ENSG00000277088,CHR_HSCHR19LRC_PGF1_CTG3_1,54094681,54102740,OSCAR
ENSG00000274232,CHR_HSCHR19_4_CTG3_1,54811737,54822719,KIR2DL4
ENSG00000278503,CHR_HSCHR19_4_CTG3_1,54778013,54792334,KIR2DL1
ENSG00000206281,CHR_HSCHR6_MHC_QBL_CTG1,33228522,33243221,TAPBP
ENSG00000275156,CHR_HSCHR19_4_CTG3_1,54914255,54924255,NCR1
ENSG00000230708,CHR_HSCHR6_MHC_COX_CTG1,32997896,33009106,HLA-DPB1
ENSG00000275525,CHR_HSCHR19_4_CTG3_1,54601794,54610302,LILRA1
ENSG00000225967,CHR_HSCHR6_MHC_APD_CTG1,32861254,32878050,TAP2
ENSG00000278437,CHR_HSCHR19_4_CTG3_1,54251016,54257914,LILRB5
ENSG00000229685,CHR_HSCHR6_MHC_DBB_CTG1,33042507,33058713,HLA-DPA1
ENSG00000235844,CHR_HSCHR6_MHC_APD_CTG1,33103656,33119850,HLA-DPA1
ENSG00000277134,CHR_HSCHR19_4_CTG3_1,54638682,54645767,LILRB1
ENSG00000229215,CHR_HSCHR6_MHC_APD_CTG1,29881755,30002076,HLA-A
ENSG00000237508,CHR_HSCHR6_MHC_MANN_CTG1,29719844,29735599,HLA-F
ENSG00000234154,CHR_HSCHR6_MHC_COX_CTG1,32856943,32875441,HLA-DMB
