Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Gene name
ENSG00000278284,CHR_HSCHR19LRC_PGF2_CTG3_1,54782118,54801011,RDH13
ENSG00000279643,CHR_HSCHR3_1_CTG1,11817080,11846919,TAMM41
ENSG00000225228,CHR_HSCHR6_MHC_APD_CTG1,31595673,31597188,MCCD1
ENSG00000215641,CHR_HSCHR6_MHC_QBL_CTG1,28902991,28923978,TRIM27
ENSG00000229006,CHR_HSCHR6_MHC_SSTO_CTG1,28903869,28924846,TRIM27
ENSG00000282813,CHR_HSCHR7_1_CTG4_4,103086630,103099764,ARMC10
ENSG00000223767,CHR_HSCHR6_MHC_APD_CTG1,32245363,32247802,RNF5
ENSG00000276684,CHR_HSCHR19_4_CTG3_1,55047223,55079406,RDH13
ENSG00000278149,CHR_HSCHR19LRC_COX1_CTG3_1,54973355,54992248,RDH13
ENSG00000277649,CHR_HSCHR17_2_CTG2,997117,1003671,TIMM22
ENSG00000278220,CHR_HSCHR8_7_CTG1,1755340,1786132,CLN8
ENSG00000275300,CHR_HSCHR5_2_CTG1_1,70802600,70819771,MCCC2
ENSG00000282019,CHR_HSCHR19_2_CTG3_1,34359480,34381539,GPI
ENSG00000227794,CHR_HSCHR6_MHC_SSTO_CTG1,33412156,33415676,RPS18
ENSG00000204490,CHR_HSCHR6_MHC_COX_CTG1,31562973,31565742,TNF
ENSG00000223367,CHR_HSCHR6_MHC_DBB_CTG1,33249931,33254431,RPS18
ENSG00000275176,CHR_HSCHR17_7_CTG4,37086456,37411442,ACACA
ENSG00000277926,CHR_HSCHR2_3_CTG15,241808825,241817413,NEU4
ENSG00000231555,CHR_HSCHR6_MHC_DBB_CTG1,31809921,31812441,HSPA1B
ENSG00000277773,CHR_HSCHR5_2_CTG1_1,69673667,69702549,SMN2
ENSG00000278461,CHR_HSCHR5_2_CTG1_1,69217760,69230127,MRPS36
ENSG00000223952,CHR_HSCHR6_MHC_MCF_CTG1,31651872,31654641,TNF
ENSG00000275543,CHR_HSCHR16_1_CTG1,15480860,15498390,MPV17L
ENSG00000275214,CHR_HSCHR14_7_CTG1,94104836,94116698,IFI27
ENSG00000274418,CHR_HSCHR19LRC_PGF1_CTG3_1,54972739,54991632,RDH13
ENSG00000278268,CHR_HSCHR14_7_CTG1,93182196,93184928,MOAP1
ENSG00000228662,CHR_HSCHR6_MHC_MCF_CTG1,31605067,31606582,MCCD1
ENSG00000233948,CHR_HSCHR6_MHC_MCF_CTG1,28903164,28924151,TRIM27
ENSG00000281917,CHR_HG2104_PATCH,112911847,112957013,SLC16A1
ENSG00000228849,CHR_HSCHR6_MHC_DBB_CTG1,31557707,31560476,TNF
ENSG00000276194,CHR_HSCHR17_7_CTG4,37690967,37749771,HNF1B
ENSG00000274233,CHR_HSCHR17_7_CTG4,35871491,35880793,CCL5
ENSG00000274768,CHR_HSCHR17_7_CTG4,38531022,38535831,CISD3
ENSG00000226841,CHR_HSCHR6_MHC_SSTO_CTG1,31519466,31520981,MCCD1
ENSG00000236178,CHR_HSCHR6_MHC_COX_CTG1,30904070,30916176,VARS2
ENSG00000281449,CHR_HG1362_PATCH,12049844,12211084,BCL2L14
ENSG00000228321,CHR_HSCHR6_MHC_MANN_CTG1,31615015,31617784,TNF
ENSG00000206476,CHR_HSCHR6_MHC_QBL_CTG1,30903778,30916043,VARS2
ENSG00000027001,13,23730189,23889400,MIPEP
ENSG00000234032,CHR_HSCHR6_MHC_MCF_CTG1,30992759,31005022,VARS2
ENSG00000281500,CHR_HG2217_PATCH,119024112,119030905,SLC37A4
ENSG00000238238,CHR_HSCHR6_MHC_MANN_CTG1,31568197,31569712,MCCD1
ENSG00000230985,CHR_HSCHR6_MHC_DBB_CTG1,30904916,30917183,VARS2
ENSG00000165487,13,21492691,21604181,MICU2
ENSG00000281013,CHR_HSCHR22_4_CTG1,42085526,42090894,NDUFA6
ENSG00000139515,13,27920000,27926313,PDX1
ENSG00000223494,CHR_HSCHR6_MHC_MANN_CTG1,30958848,30971104,VARS2
ENSG00000280627,CHR_HG2030_PATCH,133351906,133356824,SURF1
ENSG00000224501,CHR_HSCHR6_MHC_COX_CTG1,31815107,31817630,HSPA1B
ENSG00000231975,CHR_HSCHR6_MHC_DBB_CTG1,31510897,31512412,MCCD1
ENSG00000102743,13,40789412,40812460,SLC25A15
ENSG00000206447,CHR_HSCHR6_MHC_QBL_CTG1,31518986,31520501,MCCD1
ENSG00000243927,21,34073224,34143034,MRPS6
ENSG00000120658,13,43213518,43786908,ENOX1
ENSG00000168461,18,9708275,9862551,RAB31
ENSG00000096150,CHR_HSCHR6_MHC_QBL_CTG1,33200834,33205337,RPS18
ENSG00000283024,CHR_HG2334_PATCH,87751512,87841343,ATAD1
ENSG00000284792,CHR_HG2334_PATCH,87863440,87966341,PTEN
ENSG00000133116,13,33016423,33066143,KL
ENSG00000241973,22,20707691,20859417,PI4KA
ENSG00000198862,21,28928144,28992956,LTN1
ENSG00000230108,CHR_HSCHR6_MHC_SSTO_CTG1,31566312,31569081,TNF
ENSG00000226225,CHR_HSCHR6_MHC_MCF_CTG1,33442379,33446883,RPS18
ENSG00000142192,21,25880550,26171128,APP
ENSG00000225452,CHR_HSCHR6_MHC_MCF_CTG1,32254782,32257219,RNF5
ENSG00000228907,CHR_HSCHR6_MHC_MANN_CTG1,32217742,32220181,RNF5
ENSG00000227277,CHR_HSCHR6_MHC_SSTO_CTG1,32186026,32188465,RNF5
ENSG00000226923,CHR_HSCHR6_MHC_COX_CTG1,31516169,31517684,MCCD1
ENSG00000235650,CHR_HSCHR6_MHC_COX_CTG1,33193610,33198110,RPS18
ENSG00000178127,18,9102630,9134345,NDUFV2
ENSG00000282967,CHR_HSCHR4_9_CTG12,70028413,70036538,HTN3
ENSG00000284468,CHR_HSCHR1_6_CTG3,108134010,108200843,SLC25A24
ENSG00000212866,CHR_HSCHR6_MHC_QBL_CTG1,31817974,31820498,HSPA1B
ENSG00000125845,20,6767686,6780246,BMP2
ENSG00000237462,CHR_HSCHR6_MHC_MANN_CTG1,28914742,28923955,TRIM27
ENSG00000237071,CHR_HSCHR6_MHC_COX_CTG1,28903816,28924807,TRIM27
ENSG00000284126,CHR_HG2088_PATCH,99027438,99144100,SMURF1
ENSG00000017797,18,9475009,9538114,RALBP1
ENSG00000183574,CHR_HSCHR6_MHC_QBL_CTG1,32135962,32138401,RNF5
ENSG00000284228,CHR_HG2046_PATCH,7435435,7437679,TMEM102
ENSG00000152223,18,45847609,45967329,EPG5
ENSG00000206439,CHR_HSCHR6_MHC_QBL_CTG1,31565793,31568564,TNF
ENSG00000228405,CHR_HSCHR6_MHC_COX_CTG1,32126831,32129264,RNF5
ENSG00000125246,13,99606669,99897134,CLYBL
ENSG00000102471,13,79481124,79556075,NDFIP2
ENSG00000150907,13,40555667,40666641,FOXO1
ENSG00000100294,22,43132209,43143398,MCAT
ENSG00000131069,20,34872146,34927962,ACSS2
ENSG00000187323,18,52340197,53535903,DCC
ENSG00000283104,CHR_HG26_PATCH,38915302,38930932,SARS2
ENSG00000171456,20,32358330,32439319,ASXL1
ENSG00000283018,CHR_HG26_PATCH,38930584,38933198,MRPS12
ENSG00000284936,CHR_HG2057_PATCH,10722915,10731129,TMEM14C
ENSG00000142173,21,46098112,46132848,COL6A2
ENSG00000124157,20,45221373,45224458,SEMG2
ENSG00000160299,21,46324141,46445769,PCNT
ENSG00000284320,CHR_HSCHR17_3_CTG1,18327881,18363567,SHMT1
ENSG00000283447,CHR_HSCHR2_6_CTG7_2,206114817,206159509,NDUFS1
ENSG00000180530,21,14961235,15065936,NRIP1
ENSG00000141642,18,50967991,50988121,ELAC1
ENSG00000196839,20,44619522,44652233,ADA
ENSG00000284856,CHR_HG76_PATCH,8583129,8611938,TDH
ENSG00000100368,22,36913628,36940439,CSF2RB
ENSG00000185950,13,109752695,109786583,IRS2
ENSG00000025772,20,44942130,44960397,TOMM34
ENSG00000141458,18,23506184,23586506,NPC1
ENSG00000207863,21,16590237,16590325,MIR125B2
ENSG00000141437,18,31759584,31760880,SLC25A52
ENSG00000123240,10,13099449,13138308,OPTN
ENSG00000128311,22,37010859,37020183,TST
ENSG00000128335,22,36226209,36239954,APOL2
ENSG00000159231,21,36135079,36146562,CBR3
ENSG00000285451,CHR_HG2419_PATCH,144373101,144393242,ADCK5
ENSG00000166603,18,60371062,60372775,MC4R
ENSG00000100347,22,43955442,44010531,SAMM50
ENSG00000285387,CHR_HG2114_PATCH,47565336,47584562,NDUFS3
ENSG00000100372,22,40769630,40819399,SLC25A17
ENSG00000160216,21,43865223,43987592,AGPAT3
ENSG00000107537,10,13277796,13302412,PHYH
ENSG00000165609,10,12165330,12196144,NUDT5
ENSG00000177692,21,33485530,33491716,DNAJC28
ENSG00000288269,CHR_HG1320_PATCH,81754364,81764240,GCGR
ENSG00000288362,CHR_HG2198_PATCH,74339603,74369490,CYP11A1
ENSG00000160194,21,42879644,42913304,NDUFV3
ENSG00000154727,21,25734570,25772460,GABPA
ENSG00000288141,CHR_HG28_PATCH,1949297,1986541,MRPL23
ENSG00000197496,20,46709649,46736347,SLC2A10
ENSG00000269897,10,22316388,22329542,COMMD3-BMI1
ENSG00000186951,22,46150521,46243756,PPARA
ENSG00000123191,13,51930436,52012125,ATP7B
ENSG00000127554,16,1984193,1987749,GFER
ENSG00000124253,20,57561080,57568121,PCK1
ENSG00000215475,13,45777242,45851753,SIAH3
ENSG00000148450,10,23095579,23122013,MSRB2
ENSG00000198125,22,35606764,35637951,MB
ENSG00000160190,21,42496008,42581440,SLC37A1
ENSG00000139687,13,48303744,48599436,RB1
ENSG00000182533,3,8733802,8841808,CAV3
ENSG00000188191,7,549197,727650,PRKAR1B
ENSG00000107643,10,48306639,48439360,MAPK8
ENSG00000180011,18,75195113,75209139,ZADH2
ENSG00000136143,13,47745736,48037968,SUCLA2
ENSG00000100393,22,41092592,41180077,EP300
ENSG00000101109,20,44966479,45080021,STK4
ENSG00000189043,7,10931943,10940153,NDUFA4
ENSG00000288217,CHR_HG1398_PATCH,7187916,7217805,PEX5
ENSG00000130413,11,8391868,8594289,STK33
ENSG00000019186,20,54153446,54173986,CYP24A1
ENSG00000240230,7,898778,975549,COX19
ENSG00000118046,19,1177558,1228431,STK11
ENSG00000122585,7,24284188,24291862,NPY
ENSG00000101596,18,2655726,2805017,SMCHD1
ENSG00000139684,13,46771256,46797420,ESD
ENSG00000144559,3,11790442,11846919,TAMM41
ENSG00000100105,22,31325804,31346346,PATZ1
ENSG00000147853,9,4709556,4742043,AK3
ENSG00000102468,13,46831546,46897076,HTR2A
ENSG00000141682,18,59899996,59904305,PMAIP1
ENSG00000196236,22,40857077,40932815,XPNPEP3
ENSG00000100243,22,42617840,42649392,CYB5R3
ENSG00000151413,14,31489956,31861224,NUBPL
ENSG00000122912,10,68477998,68527523,SLC25A16
ENSG00000141646,18,51028394,51085045,SMAD4
ENSG00000073614,12,280057,389320,KDM5A
ENSG00000101439,20,23626706,23638473,CST3
ENSG00000288505,CHR_HG109_PATCH,13862063,13880757,NANOS3
ENSG00000134905,13,110641412,110713603,CARS2
ENSG00000183569,22,42553617,42574382,SERHL2
ENSG00000101365,20,2658395,2664219,IDH3B
ENSG00000107745,10,72367327,72626191,MICU1
ENSG00000120662,13,41216369,41263577,MTRF1
ENSG00000124164,20,58389229,58451101,VAPB
ENSG00000108528,17,4937130,4940053,SLC25A11
ENSG00000129158,11,17788048,18013047,SERGEF
ENSG00000285379,CHR_HG1_PATCH,24336024,24340021,RIPK3
ENSG00000102763,13,41566835,41961120,VWA8
ENSG00000285485,CHR_HG1_PATCH,24365672,24379603,NFATC4
ENSG00000100379,22,37051736,37063390,KCTD17
ENSG00000103249,16,1444934,1475084,CLCN7
ENSG00000121691,11,34438934,34472060,CAT
ENSG00000101161,20,63981132,64033100,PRPF6
ENSG00000165474,13,20187463,20192938,GJB2
ENSG00000170312,10,60778331,60794852,CDK1
ENSG00000157152,3,12004388,12192032,SYN2
ENSG00000176974,17,18327860,18363563,SHMT1
ENSG00000137074,9,32886601,33025130,APTX
ENSG00000129151,11,27040725,27127809,BBOX1
ENSG00000104213,8,17576433,17644071,PDGFRL
ENSG00000122691,7,19020991,19117636,TWIST1
ENSG00000106100,7,30424527,30478784,NOD1
ENSG00000101144,20,57168753,57266641,BMP7
ENSG00000155970,8,17027238,17122642,MICU3
ENSG00000170759,10,32009015,32056425,KIF5B
ENSG00000171953,17,17977409,18039209,ATPAF2
ENSG00000182346,13,105465867,105491034,DAOA
ENSG00000148606,10,77969251,78029515,POLR3A
ENSG00000197168,13,52033611,52129092,NEK5
ENSG00000065057,16,2039815,2047866,NTHL1
ENSG00000159267,21,36748626,36990236,HLCS
ENSG00000179869,7,48171458,48647497,ABCA13
ENSG00000204713,6,28903002,28923988,TRIM27
ENSG00000142156,21,45981770,46005050,COL6A1
ENSG00000151835,13,23288689,23433763,SACS
ENSG00000159110,21,33205282,33265675,IFNAR2
ENSG00000171105,19,7112255,7294414,INSR
ENSG00000126814,14,60971441,60981170,TRMT5
ENSG00000196074,20,59863564,59933655,SYCP2
ENSG00000133027,17,17505563,17591708,PEMT
ENSG00000164741,8,13083361,13604610,DLC1
ENSG00000148459,10,26697701,26746798,PDSS1
ENSG00000250479,22,23765834,23767972,CHCHD10
ENSG00000081923,18,57646426,57803315,ATP8B1
ENSG00000145996,6,20534457,21232404,CDKAL1
ENSG00000140990,16,1959538,1961975,NDUFB10
ENSG00000104723,8,15417215,15766649,TUSC3
ENSG00000196396,20,50510321,50585241,PTPN1
ENSG00000160072,1,1471765,1497848,ATAD3B
ENSG00000142611,1,3069168,3438621,PRDM16
ENSG00000184983,22,42085526,42090884,NDUFA6
ENSG00000111701,12,7649400,7665908,APOBEC1
ENSG00000119723,14,73949926,73963670,COQ6
ENSG00000169972,1,1308597,1311677,PUSL1
ENSG00000137106,9,37422666,37436990,GRHPR
ENSG00000107789,10,87504875,87553461,MINPP1
ENSG00000108064,10,58385345,58399220,TFAM
ENSG00000073067,7,983181,989640,CYP2W1
ENSG00000070019,12,14612632,14696599,GUCY2C
ENSG00000136270,7,45100100,45112047,TBRG4
ENSG00000182902,22,17563450,17590995,SLC25A18
ENSG00000175445,8,19901717,19967259,LPL
ENSG00000007923,1,6634168,6701924,DNAJC11
ENSG00000165898,14,74493756,74497106,ISCA2
ENSG00000109016,17,21123364,21193265,DHRS7B
ENSG00000099968,22,17628855,17730855,BCL2L13
ENSG00000165637,10,75210154,75231448,VDAC2
ENSG00000060982,12,24810024,24949101,BCAT1
ENSG00000183617,19,3762682,3768575,MRPL54
ENSG00000167468,19,1103926,1106791,GPX4
ENSG00000177000,1,11785723,11806455,MTHFR
ENSG00000111713,12,21536107,21604847,GYS2
ENSG00000110888,12,30709552,30754951,CAPRIN2
ENSG00000100416,22,46330875,46357340,TRMU
ENSG00000176194,18,12254361,12277595,CIDEA
ENSG00000165092,9,72900671,73080442,ALDH1A1
ENSG00000134419,16,18781295,18790383,RPS15A
ENSG00000187566,6,18120440,18122677,NHLRC1
ENSG00000149177,11,47980558,48170841,PTPRJ
ENSG00000124615,6,39899578,39934551,MOCS1
ENSG00000177150,18,13663347,13726663,FAM210A
ENSG00000075240,22,46576012,46679790,GRAMD4
ENSG00000008394,12,16347142,16609259,MGST1
ENSG00000108578,17,30248203,30292056,BLMH
ENSG00000120885,8,27596917,27614700,CLU
ENSG00000196712,17,31094927,31382116,NF1
ENSG00000127952,7,75996338,76048004,STYXL1
ENSG00000015475,22,17734138,17774770,BID
ENSG00000144455,3,3700814,4467273,SUMF1
ENSG00000175104,11,36483769,36510272,TRAF6
ENSG00000125821,20,18587942,18766644,DTD1
ENSG00000149124,11,58640426,58731974,GLYAT
ENSG00000131368,3,15042460,15065317,MRPS25
ENSG00000164362,5,1253147,1295068,TERT
ENSG00000258186,16,21519830,21520365,SLC7A5P2
ENSG00000102897,16,20899868,20925006,LYRM1
ENSG00000133878,8,33591330,33600023,DUSP26
ENSG00000196419,22,41621163,41664048,XRCC6
ENSG00000147465,8,38142700,38150992,STAR
ENSG00000172171,17,30897336,30906238,TEFM
ENSG00000100209,22,28742039,28757515,HSCB
ENSG00000171421,5,1798385,1801366,MRPL36
ENSG00000101197,20,63235883,63240495,BIRC7
ENSG00000101752,18,21704957,21870953,MIB1
ENSG00000011295,17,15999784,16045015,TTC19
ENSG00000100523,14,53036745,53153323,DDHD1
ENSG00000144674,3,37243177,37366751,GOLGA4
ENSG00000121380,12,12049844,12211084,BCL2L14
ENSG00000166311,11,6390440,6394998,SMPD1
ENSG00000109519,4,7058895,7068064,GRPEL1
ENSG00000119523,9,99216425,99221942,ALG2
ENSG00000112053,6,35943516,36024868,SLC26A8
ENSG00000093010,22,19941371,19969975,COMT
ENSG00000151224,10,80271820,80289658,MAT1A
ENSG00000179152,3,44338119,44409451,TCAIM
ENSG00000146701,7,76048051,76067508,MDH2
ENSG00000136810,9,110243810,110256507,TXN
ENSG00000183696,7,48088628,48108736,UPP1
ENSG00000148795,10,102830531,102837472,CYP17A1
ENSG00000197119,14,100291116,100306547,SLC25A29
ENSG00000151552,4,17460261,17512206,QDPR
ENSG00000170266,3,32996609,33097202,GLB1
ENSG00000137309,6,34236873,34246231,HMGA1
ENSG00000124813,6,45328157,45664349,RUNX2
ENSG00000175756,1,1373730,1375495,AURKAIP1
ENSG00000165886,10,97498924,97571206,UBTD1
ENSG00000120053,10,99396870,99430624,GOT1
ENSG00000148950,11,31432401,31509645,IMMP1L
ENSG00000100811,14,100238298,100282788,YY1
ENSG00000051180,15,40694774,40732340,RAD51
ENSG00000005156,17,34980512,35009743,LIG3
ENSG00000110717,11,68030617,68036644,NDUFS8
ENSG00000040608,22,20241415,20283246,RTN4R
ENSG00000277972,17,38730341,38735605,CISD3
ENSG00000178449,12,50112082,50120457,COX14
ENSG00000184470,22,19875517,19941820,TXNRD2
ENSG00000113492,5,34998101,35048135,AGXT2
ENSG00000196730,9,87497228,87708634,DAPK1
ENSG00000170927,6,51615299,52087613,PKHD1
ENSG00000197548,3,11272309,11557665,ATG7
ENSG00000278540,17,37084992,37406836,ACACA
ENSG00000105662,19,18683678,18782333,CRTC1
ENSG00000100987,20,25070885,25082141,VSX1
ENSG00000140107,14,100323339,100330421,SLC25A47
ENSG00000125901,20,3046052,3048250,MRPS26
ENSG00000167588,12,50103982,50111313,GPD1
ENSG00000215251,20,3146519,3159865,FASTKD5
ENSG00000173599,11,66848417,66958386,PC
ENSG00000198793,1,11106535,11262551,MTOR
ENSG00000139180,12,4649095,4694317,NDUFA9
ENSG00000154814,3,16265160,16350299,OXNAD1
ENSG00000185875,10,25016612,25026664,THNSL1
ENSG00000131055,20,31637912,31645006,COX4I2
ENSG00000182199,12,57229573,57234935,SHMT2
ENSG00000101306,20,31819308,31834689,MYLK2
ENSG00000165949,14,94104836,94116698,IFI27
ENSG00000171552,20,31664452,31723989,BCL2L1
ENSG00000169519,11,28108248,28527041,METTL15
ENSG00000182512,14,95533503,95544724,GLRX5
ENSG00000125871,20,17969018,17991122,MGME1
ENSG00000140057,14,96392128,96489427,AK7
ENSG00000239789,7,55951877,55956500,MRPS17
ENSG00000109819,4,23755041,23904089,PPARGC1A
ENSG00000066455,14,92794305,92839947,GOLGA5
ENSG00000131910,1,26911489,26913975,NR0B2
ENSG00000138346,10,68414064,68472121,DNA2
ENSG00000169504,1,24745382,24844321,CLIC4
ENSG00000198911,22,41833079,41907307,SREBF2
ENSG00000127980,7,92487020,92528520,PEX1
ENSG00000171989,15,59206843,59208588,LDHAL6B
ENSG00000102910,16,48244300,48363122,LONP2
ENSG00000171865,2,3541430,3558333,RNASEH1
ENSG00000065615,6,83859656,83967423,CYB5R4
ENSG00000065833,6,83210402,83431051,ME1
ENSG00000152556,12,48105139,48146404,PFKM
ENSG00000011198,3,43690108,43734371,ABHD5
ENSG00000156968,16,15395754,15413271,MPV17L
ENSG00000182180,10,73248843,73252693,MRPS16
ENSG00000166123,16,46884362,46931289,GPT2
ENSG00000135002,9,76385526,76394517,RFK
ENSG00000170315,17,16380798,16382745,UBB
ENSG00000101412,20,33675477,33686385,E2F1
ENSG00000101417,20,33702758,33720319,PXMP4
ENSG00000148737,10,112950247,113167678,TCF7L2
ENSG00000075336,18,74148523,74160531,TIMM21
ENSG00000117305,1,23801885,23838620,HMGCL
ENSG00000137513,11,78435968,78574874,NARS2
ENSG00000166347,18,74250846,74291973,CYB5A
ENSG00000162512,1,30869466,30908758,SDC3
ENSG00000057657,6,105993463,106109939,PRDM1
ENSG00000204952,17,38936432,38967403,FBXO47
ENSG00000141756,17,41812680,41823213,FKBP10
ENSG00000110092,11,69641156,69654474,CCND1
ENSG00000163697,4,40810027,41216714,APBB2
ENSG00000108576,17,30194319,30236002,SLC6A4
ENSG00000084754,2,26190635,26244672,HADHA
ENSG00000114480,3,81489703,81761645,GBE1
ENSG00000128309,22,37019635,37029821,MPST
ENSG00000171867,20,4686350,4701590,PRNP
ENSG00000115204,2,27309492,27325680,MPV17
ENSG00000171612,1,9539465,9585173,SLC25A33
ENSG00000118596,12,59596029,59789855,SLC16A7
ENSG00000125995,20,35699272,35700984,ROMO1
ENSG00000168036,3,41194741,41260096,CTNNB1
ENSG00000065154,10,124397303,124418976,OAT
ENSG00000141385,18,12328944,12377227,AFG3L2
ENSG00000175215,12,57819927,57846729,CTDSP2
ENSG00000121769,1,31365253,31376850,FABP3
ENSG00000066926,18,57544377,57586732,FECH
ENSG00000126777,14,55559072,55701526,KTN1
ENSG00000196935,12,63844700,64162217,SRGAP1
ENSG00000124608,6,44298731,44313347,AARS2
ENSG00000080546,6,108986437,109094819,SESN1
ENSG00000178802,15,74890005,74902219,MPI
ENSG00000091536,17,18108706,18179802,MYO15A
ENSG00000182944,22,29268009,29300525,EWSR1
ENSG00000083720,5,41730065,41870425,OXCT1
ENSG00000140464,15,73994673,74047827,PML
ENSG00000135070,9,86264546,86283102,ISCA1
ENSG00000111058,12,80936414,81261210,ACSS3
ENSG00000147872,9,19108375,19149290,PLIN2
ENSG00000100285,22,29480218,29491390,NEFH
ENSG00000087008,4,8366282,8440723,ACOX3
ENSG00000184117,22,29554808,29581327,NIPSNAP1
ENSG00000166033,10,122458551,122514907,HTRA1
ENSG00000043514,1,39838110,39883511,TRIT1
ENSG00000177425,12,79574979,79690964,PAWR
ENSG00000186081,12,52514575,52520530,KRT5
ENSG00000041982,9,115019575,115118257,TNC
ENSG00000112077,6,49605175,49636839,RHAG
ENSG00000080819,3,98579446,98593648,CPOX
ENSG00000178741,15,74919791,74938083,COX5A
ENSG00000184076,22,29767369,29770413,UQCR10
ENSG00000096384,6,44246166,44253888,HSP90AB1
ENSG00000183605,10,119140767,119165714,SFXN4
ENSG00000155463,14,22766522,22773042,OXA1L
ENSG00000171132,2,45651345,46187990,PRKCE
ENSG00000168621,5,37812677,37840041,GDNF
ENSG00000131748,17,39637090,39664201,STARD3
ENSG00000171487,19,55999726,56061810,NLRP5
ENSG00000177508,16,54283304,54286787,IRX3
ENSG00000164190,5,36876769,37066413,NIPBL
ENSG00000137124,9,38392702,38398661,ALDH1B1
ENSG00000135241,7,108470417,108569666,PNPLA8
ENSG00000136935,9,124878275,124948492,GOLGA1
ENSG00000186439,6,123216339,123637093,TRDN
ENSG00000144747,3,69019827,69052339,TMF1
ENSG00000134056,5,69217760,69230158,MRPS36
ENSG00000196177,10,123008979,123058290,ACADSB
ENSG00000132906,1,15490832,15526534,CASP9
ENSG00000269858,19,40798996,40808434,EGLN2
ENSG00000140350,15,68778535,68820897,ANP32A
ENSG00000140284,15,50182196,50236385,SLC27A2
ENSG00000185339,22,30607003,30627271,TCN2
ENSG00000164951,8,93857807,93926068,PDP1
ENSG00000122140,9,135499984,135504673,MRPS2
ENSG00000124496,6,42224931,42452051,TRERF1
ENSG00000113318,5,80654652,80876815,MSH3
ENSG00000174125,4,38790677,38856817,TLR1
ENSG00000114021,3,100334739,100361635,NIT2
ENSG00000142186,11,65525077,65538704,SCYL1
ENSG00000112234,6,98868535,98948006,FBXL4
ENSG00000088682,16,57447425,57461270,COQ9
ENSG00000109610,4,24789912,24800842,SOD3
ENSG00000092054,14,23412740,23435660,MYH7
ENSG00000100216,22,38681957,38685421,TOMM22
ENSG00000110721,11,68052859,68121444,CHKA
ENSG00000156136,4,70992538,71030914,DCK
ENSG00000176171,10,131966455,131982013,BNIP3
ENSG00000140459,15,74337759,74367646,CYP11A1
ENSG00000152669,5,55231152,55233608,CCNO
ENSG00000147586,8,79918717,80030289,MRPS28
ENSG00000156735,8,38176533,38213301,BAG4
ENSG00000100075,22,19175581,19178739,SLC25A1
ENSG00000138079,2,44275458,44321494,SLC3A1
ENSG00000100721,14,95709947,95714196,TCL1A
ENSG00000144827,3,111979010,111993368,ABHD10
ENSG00000104325,8,90001405,90053633,DECR1
ENSG00000136010,12,105019784,105107643,ALDH1L2
ENSG00000214114,1,38862493,38873368,MYCBP
ENSG00000165943,14,93182199,93184923,MOAP1
ENSG00000161281,19,36150922,36152449,COX7A1
ENSG00000152495,5,111223653,111494886,CAMK4
ENSG00000132530,17,6755447,6775647,XAF1
ENSG00000124299,19,33386950,33521791,PEPD
ENSG00000100116,22,37807905,37817176,GCAT
ENSG00000100504,14,50857891,50944483,PYGL
ENSG00000170634,2,53970838,54305300,ACYP2
ENSG00000196116,9,97412096,97496125,TDRD7
ENSG00000123453,9,133663560,133739955,SARDH
ENSG00000168268,3,52524385,52535054,NT5DC2
ENSG00000164347,5,74721206,74767147,GFM2
ENSG00000167780,12,53103486,53124535,SOAT2
ENSG00000115944,2,42333546,42425088,COX7A2L
ENSG00000166035,15,58410569,58569844,LIPC
