Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Gene name
ENSG00000117983,11,1244296,1283406,MUC5B
ENSG00000118503,6,138188351,138204449,TNFAIP3
ENSG00000211934,14,106452671,106453170,IGHV1-2
ENSG00000173039,11,65421067,65430565,RELA
ENSG00000211937,14,106494135,106494597,IGHV2-5
ENSG00000133063,1,203181955,203242769,CHIT1
ENSG00000013275,19,40476912,40487348,PSMC4
ENSG00000211938,14,106518400,106518932,IGHV3-7
ENSG00000148606,10,79734907,79789303,POLR3A
ENSG00000139278,12,75874460,75897633,GLIPR1
ENSG00000096696,6,7541808,7586950,DSP
ENSG00000211941,14,106573233,106573800,IGHV3-11
ENSG00000211942,14,106586137,106586667,IGHV3-13
ENSG00000104918,19,7733930,7735334,RETN
ENSG00000211949,14,106725201,106725733,IGHV3-23
ENSG00000171564,4,155484108,155492238,FGB
ENSG00000108405,17,3799886,3819794,P2RX1
ENSG00000164733,8,11700033,11726957,CTSB
ENSG00000206298,HSCHR6_MHC_QBL,32737204,32741190,PSMB8
ENSG00000131100,22,18074902,18111584,ATP6V1E1
ENSG00000106144,7,142985308,143004789,CASP2
ENSG00000211953,14,106791005,106791536,IGHV3-30
ENSG00000211955,14,106815722,106816253,IGHV3-33
ENSG00000211956,14,106829594,106830076,IGHV4-34
ENSG00000243594,HSCHR6_MHC_QBL,32740623,32776073,PSMB9
ENSG00000078902,11,1295601,1330884,TOLLIP
ENSG00000084733,2,26256976,26360323,RAB10
ENSG00000172757,11,65590493,65629497,CFL1
ENSG00000211959,14,106877619,106878126,IGHV4-39
ENSG00000051620,6,138724668,138743334,HEBP2
ENSG00000185507,11,612553,615999,IRF7
ENSG00000115935,2,175424300,175547644,WIPF1
ENSG00000090659,19,7804879,7812464,CD209
ENSG00000237724,HSCHR6_MHC_COX,31770617,31773099,HSPA1A
ENSG00000224501,HSCHR6_MHC_COX,31782890,31785413,HSPA1B
ENSG00000084674,2,21224301,21266945,APOB
ENSG00000155849,7,36893961,37488852,ELMO1
ENSG00000197535,15,52599480,52821247,MYO5A
ENSG00000211962,14,106967049,106967788,IGHV1-46
ENSG00000211964,14,106993814,106994346,IGHV3-48
ENSG00000171560,4,155504278,155511918,FGA
ENSG00000205884,8,11831446,11832108,DEFB136
ENSG00000205883,8,11839830,11842099,DEFB135
ENSG00000079385,19,43011456,43065386,CEACAM1
ENSG00000122861,10,75668935,75677255,PLAU
ENSG00000206340,HSCHR6_MHC_QBL,31940194,31960852,C4A
ENSG00000205882,8,11850692,11853821,DEFB134
ENSG00000166167,10,103113820,103317078,BTRC
ENSG00000177455,16,28943260,28950667,CD19
ENSG00000221823,2,68405989,68483369,PPP3R1
ENSG00000132970,13,27131840,27263085,WASF3
ENSG00000211967,14,107048672,107049341,IGHV3-53
ENSG00000224373,14,107081806,107083830,IGHV4-59
ENSG00000171557,4,155525286,155534119,FGG
ENSG00000234846,HSCHR6_MHC_SSTO,31817326,31822599,NEU1
ENSG00000211973,14,107169931,107170428,IGHV1-69
ENSG00000211974,14,107178820,107179338,IGHV2-70
ENSG00000184216,X,153275951,153285431,IRAK1
ENSG00000090376,12,66582659,66648402,IRAK3
ENSG00000108984,17,67410839,67539472,MAP2K6
ENSG00000227315,HSCHR6_MHC_COX,31812978,31818226,NEU1
ENSG00000255587,6,36683256,36699870,RAB44
ENSG00000062598,20,44994688,45061704,ELMO2
ENSG00000170043,17,7833663,7835441,TRAPPC1
ENSG00000085719,8,87497059,87573726,CPNE3
ENSG00000168036,3,41236328,41301587,CTNNB1
ENSG00000139370,12,129277739,129308528,SLC15A4
ENSG00000070831,1,22379120,22419437,CDC42
ENSG00000230034,HSCHR6_MHC_DBB,32786475,32790461,PSMB8
ENSG00000055208,6,149539777,149732749,TAB2
ENSG00000186431,19,55385704,55401838,FCAR
ENSG00000229252,HSCHR6_MHC_DBB,30447487,30452225,HLA-E
ENSG00000001036,6,143815948,143832827,FUCA2
ENSG00000239264,6,7881483,8026646,TXNDC5
ENSG00000186184,13,28194903,28241548,POLR1D
ENSG00000088888,20,3827487,3849280,MAVS
ENSG00000035403,10,75757872,75879918,VCL
ENSG00000079246,2,216972187,217071026,XRCC5
ENSG00000221983,19,18682540,18688360,UBA52
ENSG00000255990,12,56385991,56388469,AC034102.1
ENSG00000124469,19,43084393,43099207,CEACAM8
ENSG00000240118,HSCHR6_MHC_DBB,32789894,32825298,PSMB9
ENSG00000213658,16,28996147,29002104,LAT
ENSG00000002726,7,150521715,150558592,AOC1
ENSG00000069974,15,55495164,55611311,RAB27A
ENSG00000117984,11,1773982,1785222,CTSD
ENSG00000235696,HSCHR6_MHC_SSTO,31879619,31905301,C2
ENSG00000173372,1,22962999,22966101,C1QA
ENSG00000159189,1,22970123,22974603,C1QC
ENSG00000173369,1,22979255,22988031,C1QB
ENSG00000138448,2,187454792,187545628,ITGAV
ENSG00000233841,HSCHR6_MHC_COX,31227577,31230958,HLA-C
ENSG00000163531,1,204797779,204991950,NFASC
ENSG00000109072,17,26691290,26700110,VTN
ENSG00000085365,5,77656339,77776562,SCAMP1
ENSG00000206505,HSCHR6_MHC_QBL,29898417,29903057,HLA-A
ENSG00000089041,12,121570622,121623876,P2RX7
ENSG00000113263,5,156569944,156682201,ITK
ENSG00000076984,19,7968728,7979363,MAP2K7
ENSG00000196664,X,12885202,12908499,TLR7
ENSG00000014257,3,132036211,132087142,ACPP
ENSG00000101916,X,12924739,12941288,TLR8
ENSG00000114573,3,113465866,113530903,ATP6V1A
ENSG00000228875,HSCHR6_MHC_COX,31620429,31628739,CSNK2B
ENSG00000171453,6,43477440,43497323,POLR1C
ENSG00000224639,HSCHR6_MHC_MCF,32026249,32026275,C4B
ENSG00000133805,11,10329860,10529126,AMPD3
ENSG00000242335,HSCHR6_MHC_SSTO,31905279,31911713,CFB
ENSG00000088179,2,120517207,120741394,PTPN4
ENSG00000223532,HSCHR6_MHC_COX,31312134,31315506,HLA-B
ENSG00000146425,6,159057506,159065771,DYNLT1
ENSG00000105223,19,40854363,40886346,PLD3
ENSG00000189403,13,31032884,31191734,HMGB1
ENSG00000129744,11,3666358,3685646,ART1
ENSG00000132155,3,12625100,12705725,RAF1
ENSG00000055163,5,156693089,156822606,CYFIP2
ENSG00000205220,16,67968405,67970990,PSMB10
ENSG00000164867,7,150688083,150711676,NOS3
ENSG00000110042,11,58938903,58976060,DTX4
ENSG00000115966,2,175936978,176033110,ATF2
ENSG00000138246,3,132136370,132257876,DNAJC13
ENSG00000163636,3,63996225,64009658,PSMD6
ENSG00000185303,10,81315608,81320153,SFTPA2
ENSG00000206320,HSCHR6_MHC_QBL,32106368,32109724,AGER
ENSG00000058063,3,182511288,182639423,ATP11B
ENSG00000116039,2,71163012,71192536,ATP6V1B1
ENSG00000068305,15,100017370,100256671,MEF2A
ENSG00000174516,11,66234216,66244808,PELI3
ENSG00000005893,X,119561682,119603220,LAMP2
ENSG00000173930,5,101569690,101632253,SLCO4C1
ENSG00000130150,X,14891563,14940449,MOSPD2
ENSG00000122852,10,81370695,81375196,SFTPA1
ENSG00000111530,12,67663061,67713731,CAND1
ENSG00000104312,8,90769975,90803291,RIPK2
ENSG00000150995,3,4535032,4889524,ITPR1
ENSG00000095970,6,41126244,41130924,TREM2
ENSG00000004139,17,26691378,26728065,SARM1
ENSG00000163661,3,157154578,157161417,PTX3
ENSG00000139572,12,54756229,54758271,GPR84
ENSG00000184009,17,79476997,79490873,ACTG1
ENSG00000013364,16,29831715,29859355,MVP
ENSG00000148334,9,130882972,130890741,PTGES2
ENSG00000086548,19,42254885,42276113,CEACAM6
ENSG00000204936,19,43857811,43867480,CD177
ENSG00000119801,2,30369807,30383399,YPEL5
ENSG00000170956,19,42300369,42315591,CEACAM3
ENSG00000107643,10,49514698,49647403,MAPK8
ENSG00000148346,9,130911350,130915734,LCN2
ENSG00000134827,11,59620273,59634048,TCN1
ENSG00000006534,11,67776048,67796744,ALDH3B1
ENSG00000198178,12,7882011,7904201,CLEC4C
ENSG00000197405,19,47793280,47825323,C5AR1
ENSG00000134830,19,47835404,47846606,C5AR2
ENSG00000001561,6,46097730,46114436,ENPP4
ENSG00000124731,6,41235664,41254457,TREM1
ENSG00000149516,11,59824060,59838601,MS4A3
ENSG00000096264,6,41303393,41318625,NCR2
ENSG00000206493,HSCHR6_MHC_QBL,30446762,30451500,HLA-E
ENSG00000198805,14,20937113,20945253,PNP
ENSG00000111229,12,110872630,110888227,ARPC3
ENSG00000259858,HG7_PATCH,141607613,141806547,MGAM
ENSG00000197081,6,160390131,160534539,IGF2R
ENSG00000166888,12,57489191,57525922,STAT6
ENSG00000187608,1,948803,949920,ISG15
ENSG00000149534,11,59855734,59863444,MS4A2
ENSG00000102158,X,77081861,77151090,MAGT1
ENSG00000133661,10,81697496,81742370,SFTPD
ENSG00000229215,HSCHR6_MHC_APD,29845529,29850151,HLA-A
ENSG00000186575,22,29999545,30094587,NF2
ENSG00000154611,18,23713816,23773319,PSMA8
ENSG00000101152,20,62526518,62567384,DNAJC5
ENSG00000143466,1,206643791,206670223,IKBKE
ENSG00000106976,9,130965658,131017527,DNM1
ENSG00000261180,HG7_PATCH,141627157,141646807,CLEC5A
ENSG00000065883,7,39989636,40136733,CDK13
ENSG00000072736,16,68118654,68263162,NFATC3
ENSG00000117410,1,44440159,44443967,ATP6V0B
ENSG00000165240,X,77166194,77305892,ATP7A
ENSG00000123338,12,54891495,54937726,NCKAP1L
ENSG00000177105,11,3848208,3862213,RHOG
ENSG00000162889,1,206858289,206907628,MAPKAPK2
ENSG00000158092,3,136581050,136668665,NCK1
ENSG00000137845,15,58887403,59042177,ADAM10
ENSG00000059804,12,8071826,8088871,SLC2A3
ENSG00000198286,7,2945775,3083579,CARD11
ENSG00000205403,4,110661852,110723335,CFI
ENSG00000169032,15,66679155,66784650,MAP2K1
ENSG00000003400,2,202047604,202094129,CASP10
ENSG00000257335,7,141607613,141806547,MGAM
ENSG00000014216,11,64948037,64979477,CAPN1
ENSG00000169413,14,21249210,21250626,RNASE6
ENSG00000235017,HSCHR6_MHC_COX,31853114,31901001,C2
ENSG00000179163,1,24171567,24194784,FUCA1
ENSG00000228454,HSCHR6_MHC_SSTO,31974391,31995048,C4B
ENSG00000162896,1,207101863,207119811,PIGR
ENSG00000034152,17,21187984,21218552,MAP2K3
ENSG00000260181,HG79_PATCH,136236984,136251634,SURF4
ENSG00000092531,15,42783431,42837547,SNAP23
ENSG00000011422,19,44150247,44174699,PLAUR
ENSG00000262739,HG7_PATCH,142531859,142535452,PRSS2
ENSG00000170515,12,56498103,56507691,PA2G4
ENSG00000057663,6,106632351,106773666,ATG5
ENSG00000171860,12,8210898,8219067,C3AR1
ENSG00000137713,11,111597632,111637151,PPP2R1B
ENSG00000132109,11,4406127,4414926,TRIM21
ENSG00000013563,X,153629579,153640449,DNASE1L1
ENSG00000123843,1,207262187,207273338,C4BPB
ENSG00000169397,14,21359558,21360507,RNASE3
ENSG00000169385,14,21423611,21424595,RNASE2
ENSG00000178591,20,67891,77735,DEFB125
ENSG00000256646,7,42948872,42971773,PSMA2
ENSG00000125788,20,123010,126392,DEFB126
ENSG00000088782,20,138111,139804,DEFB127
ENSG00000112697,6,75962640,75994684,TMEM30A
ENSG00000185982,20,168494,170322,DEFB128
ENSG00000125903,20,207899,210527,DEFB129
ENSG00000123838,1,207277607,207318317,C4BPA
ENSG00000186458,20,238377,241737,DEFB132
ENSG00000104518,8,144635377,144645232,GSDMD
ENSG00000106588,7,42956460,42971822,PSMA2
ENSG00000224156,HSCHR6_MHC_APD,30696223,30701448,TUBB
ENSG00000104763,8,17913934,17942494,ASAH1
ENSG00000171855,9,21077104,21077943,IFNB1
ENSG00000137080,9,21165636,21166659,IFNA21
ENSG00000236637,9,21186617,21187598,IFNA4
ENSG00000214042,9,21201468,21202204,IFNA7
ENSG00000186803,9,21206180,21207142,IFNA10
ENSG00000196352,1,207494853,207534311,CD55
ENSG00000147885,9,21216372,21217310,IFNA16
ENSG00000234829,9,21227242,21228221,IFNA17
ENSG00000228083,9,21239201,21239978,IFNA14
ENSG00000258227,7,141627157,141646807,CLEC5A
ENSG00000147873,9,21304613,21305312,IFNA5
ENSG00000177700,11,837356,842545,POLR2L
ENSG00000120235,9,21349834,21351377,IFNA6
ENSG00000127314,12,69004619,69054372,RAP1B
ENSG00000233816,9,21367371,21368075,IFNA13
ENSG00000188379,9,21384254,21385396,IFNA2
ENSG00000120242,9,21409146,21410184,IFNA8
ENSG00000197919,9,21440440,21441315,IFNA1
ENSG00000163131,1,150702672,150738433,CTSS
ENSG00000147533,8,41347915,41368499,GOLGA7
ENSG00000163739,4,74735110,74736959,CXCL1
ENSG00000163736,4,74852755,74853914,PPBP
ENSG00000134765,18,28709199,28742819,DSC1
ENSG00000064012,2,202098166,202152434,CASP8
ENSG00000244734,11,5246694,5250625,HBB
ENSG00000110651,11,2397407,2418649,CD81
ENSG00000198707,12,88442793,88535993,CEP290
ENSG00000134760,18,28898052,28936992,DSG1
ENSG00000111729,12,8276228,8291203,CLEC4A
ENSG00000117322,1,207627575,207663240,CR2
ENSG00000143387,1,150768684,150780799,CTSK
ENSG00000262764,HG388_HG400_PATCH,111597632,111637151,PPP2R1B
ENSG00000127329,12,70910630,71031220,PTPRB
ENSG00000109107,17,26900133,26904282,ALDOC
ENSG00000118271,18,29171689,29178974,TTR
ENSG00000071242,6,166822852,167319939,RPS6KA2
ENSG00000203710,1,207669492,207813992,CR1
ENSG00000197694,9,131314866,131395941,SPTAN1
ENSG00000127951,7,76822688,76829143,FGL2
ENSG00000177885,17,73314157,73401790,GRB2
ENSG00000164406,5,132208014,132210738,LEAP2
ENSG00000026297,6,167342992,167370679,RNASET2
ENSG00000161634,12,55038375,55042277,DCD
ENSG00000180871,2,218990012,219001976,CXCR2
ENSG00000149925,16,30064411,30081778,ALDOA
ENSG00000163464,2,219027568,219031718,CXCR1
ENSG00000114098,3,137906109,138017231,ARMC8
ENSG00000163466,2,219081817,219119079,ARPC2
ENSG00000172551,12,55224303,55252177,MUCL1
ENSG00000117335,1,207925402,207968858,CD46
ENSG00000112486,6,167525295,167553184,CCR6
ENSG00000115091,2,114647537,114720173,ACTR3
ENSG00000121879,3,178865902,178957881,PIK3CA
ENSG00000055130,7,148395006,148498128,CUL1
ENSG00000241553,3,9834179,9849410,ARPC4
ENSG00000011052,17,49230951,49249105,NME2
ENSG00000205846,12,8608522,8630926,CLEC6A
ENSG00000166527,12,8662071,8674962,CLEC4D
ENSG00000101695,18,29598335,29653176,RNF125
ENSG00000166523,12,8685901,8693559,CLEC4E
ENSG00000151651,10,135075907,135090372,ADAM8
ENSG00000105929,7,138391040,138484305,ATP6V0A4
ENSG00000183020,11,924894,1012239,AP2A2
ENSG00000181143,19,8959520,9092018,MUC16
ENSG00000234729,HSCHR6_MHC_COX,32097222,32100578,AGER
ENSG00000227587,HSCHR6_MHC_COX,31499694,31502076,ATP6V1G2
ENSG00000125538,2,113587328,113594480,IL1B
ENSG00000235941,HSCHR6_MHC_APD,31794605,31797087,HSPA1A
ENSG00000188811,13,39612443,39624246,NHLRC3
ENSG00000232804,HSCHR6_MHC_APD,31806879,31809393,HSPA1B
ENSG00000132639,20,10199478,10288066,SNAP25
ENSG00000113600,5,39284364,39424970,C9
ENSG00000107201,9,32455300,32526322,DDX58
ENSG00000183311,HSCHR6_MHC_QBL,30677512,30682738,TUBB
ENSG00000182718,15,60639333,60695082,ANXA2
ENSG00000228691,HSCHR6_MHC_APD,31836794,31842041,NEU1
ENSG00000129083,11,14464986,14521573,COPB1
ENSG00000012779,10,45869661,45941561,ALOX5
ENSG00000177189,X,20168029,20285523,RPS6KA3
ENSG00000167578,19,41284121,41302847,RAB4B
ENSG00000184956,11,1012821,1036706,MUC6
ENSG00000129084,11,14515329,14665181,PSMA1
ENSG00000237405,HSCHR6_MHC_SSTO,32155615,32158971,AGER
ENSG00000239754,HSCHR6_MHC_COX,31900979,31907413,CFB
ENSG00000136754,10,27035522,27150016,ABI1
ENSG00000125818,20,1093906,1160596,PSMF1
ENSG00000138443,2,204192942,204312446,ABI2
ENSG00000107968,10,30722866,30750762,MAP3K8
ENSG00000102882,16,30125426,30134827,MAPK3
ENSG00000171132,2,45878484,46415129,PRKCE
ENSG00000139318,12,89741009,89747048,DUSP6
ENSG00000086062,9,33104080,33167354,B4GALT1
ENSG00000136279,7,44084239,44109055,DBNL
ENSG00000092929,17,73823306,73840798,UNC13D
ENSG00000256206,11,14515329,14541890,PSMA1
ENSG00000123131,X,23682379,23704516,PRDX4
ENSG00000185127,6,170102233,170106401,C6orf120
ENSG00000160505,19,56347944,56393220,NLRP4
ENSG00000172175,18,56338618,56417371,MALT1
ENSG00000147416,8,20054878,20084330,ATP6V1B2
ENSG00000135926,2,219138915,219157309,TMBIM1
ENSG00000228299,HSCHR6_MHC_DBB,31228737,31232108,HLA-C
ENSG00000175463,11,67171386,67177560,TBC1D10C
ENSG00000135932,2,231577560,231685790,CAB39
ENSG00000145192,3,186330712,186339107,AHSG
ENSG00000100902,14,35747839,35786699,PSMA6
ENSG00000038002,4,178351924,178363657,AGA
ENSG00000231268,HSCHR6_MHC_APD,32160089,32163445,AGER
ENSG00000204389,6,31783291,31785723,HSPA1A
ENSG00000100906,14,35870717,35873955,NFKBIA
ENSG00000008018,6,170844205,170862429,PSMB1
ENSG00000204388,6,31795512,31798031,HSPA1B
ENSG00000108219,10,82213922,82292879,TSPAN14
ENSG00000243414,5,114914339,114961876,TICAM2
ENSG00000096433,6,33588142,33664351,ITPR3
ENSG00000196455,3,130397779,130465673,PIK3R4
ENSG00000127445,19,9945933,9960358,PIN1
ENSG00000197329,2,64319786,64371588,PELI1
ENSG00000010438,9,33750515,33799230,PRSS3
ENSG00000173692,2,231921578,232037541,PSMD1
ENSG00000204386,6,31825436,31830683,NEU1
ENSG00000145782,5,115163893,115177555,ATG12
ENSG00000230669,HSCHR6_MHC_APD,32792101,32796087,PSMB8
ENSG00000114738,3,50648951,50686720,MAPKAPK3
ENSG00000160072,1,1407143,1433228,ATAD3B
ENSG00000122986,12,111065646,111142755,HVCN1
ENSG00000242711,HSCHR6_MHC_APD,32795520,32830948,PSMB9
ENSG00000112936,5,40909354,40983041,C7
ENSG00000118004,2,3642426,3692048,COLEC11
ENSG00000108294,17,36908989,36920484,PSMB3
ENSG00000244687,20,48697661,48732496,UBE2V1
ENSG00000157625,X,30845559,30993201,TAB3
ENSG00000179295,12,112856155,112947717,PTPN11
ENSG00000018280,2,219246752,219261617,SLC11A1
ENSG00000104856,19,45504688,45541452,RELB
ENSG00000139725,12,122215664,122241309,RHOF
ENSG00000087191,17,61904512,61909379,PSMC5
ENSG00000080618,13,46627321,46679211,CPB2
ENSG00000091106,2,32449522,32490923,NLRC4
ENSG00000101307,20,1544167,1600707,SIRPB1
ENSG00000007171,17,26083792,26127525,NOS2
ENSG00000254999,3,10157276,10168874,BRK1
ENSG00000172057,17,38077294,38083854,ORMDL3
ENSG00000235067,HSCHR6_MHC_DBB,30678239,30683464,TUBB
ENSG00000134070,3,10206549,10285427,IRAK2
ENSG00000005844,16,30483979,30534506,ITGAL
ENSG00000198053,20,1875154,1920543,SIRPA
ENSG00000077150,10,104153867,104162281,NFKB2
ENSG00000143954,2,79252812,79255631,REG3G
ENSG00000144744,3,69103881,69129559,UBA3
ENSG00000159352,1,151227179,151239955,PSMD4
ENSG00000135218,7,79998891,80308593,CD36
ENSG00000250565,2,46717889,46769696,ATP6V1E2
ENSG00000231631,HSCHR6_MHC_SSTO,32898409,32902343,PSMB8
ENSG00000061676,2,183773843,183903586,NCKAP1
ENSG00000235657,HSCHR6_MHC_DBB,29899000,29903640,HLA-A
ENSG00000145555,5,16665395,16936372,MYO10
ENSG00000243958,HSCHR6_MHC_SSTO,32901828,32937246,PSMB9
ENSG00000097007,9,133589333,133763062,ABL1
ENSG00000165168,X,37639264,37672714,CYBB
ENSG00000108344,17,38137050,38154213,PSMD3
ENSG00000104365,8,42128820,42189973,IKBKB
ENSG00000051382,3,138372860,138553780,PIK3CB
ENSG00000172016,2,79384132,79386879,REG3A
ENSG00000101096,20,50003494,50179370,NFATC2
ENSG00000110801,12,122326637,122356203,PSMD9
ENSG00000075624,7,5566782,5603415,ACTB
ENSG00000084207,11,67351066,67354131,GSTP1
ENSG00000171130,7,149570057,149577784,ATP6V0E2
ENSG00000150760,10,128593978,129250781,DOCK1
ENSG00000234668,HSCHR6_MHC_DBB,31494420,31496802,ATP6V1G2
ENSG00000167851,17,72462555,72480933,CD300A
ENSG00000006062,17,43340488,43394414,MAP3K14
ENSG00000166484,17,19281034,19286857,MAPK7
ENSG00000142507,17,4699439,4701790,PSMB6
ENSG00000169299,4,37828255,37864558,PGM2
ENSG00000096006,6,49695097,49712150,CRISP3
ENSG00000129219,17,4710391,4726729,PLD2
ENSG00000099940,22,21213271,21245506,SNAP29
ENSG00000113558,5,133484633,133512729,SKP1
ENSG00000165280,9,35056061,35073246,VCP
ENSG00000110057,11,67758575,67772452,UNC93B1
ENSG00000135404,12,56119107,56123491,CD63
ENSG00000100284,22,35695268,35743985,TOM1
ENSG00000178789,17,72517313,72527613,CD300LB
ENSG00000182220,X,40440146,40465889,ATP6AP2
ENSG00000171791,18,60790579,60987361,BCL2
ENSG00000172575,15,38780304,38857776,RASGRP1
ENSG00000011275,7,5659678,5821370,RNF216
ENSG00000186407,17,72606026,72619897,CD300E
ENSG00000166634,18,61223393,61234244,SERPINB12
ENSG00000206452,HSCHR6_MHC_QBL,31226380,31229751,HLA-C
ENSG00000110719,11,67806483,67818362,TCIRG1
ENSG00000113575,5,133530025,133561833,PPP2CA
ENSG00000073009,X,153769414,153796782,IKBKG
ENSG00000159377,1,151372010,151374420,PSMB4
ENSG00000172794,17,72666717,72743474,RAB37
ENSG00000090382,12,69742121,69748014,LYZ
ENSG00000123329,12,57866038,57882597,ARHGAP9
ENSG00000215301,X,41192651,41223725,DDX3X
ENSG00000157131,1,57320479,57383894,C8A
ENSG00000206450,HSCHR6_MHC_QBL,31311768,31315097,HLA-B
ENSG00000166278,6,31865562,31913449,C2
ENSG00000137161,6,42896938,42907025,CNPY3
ENSG00000021852,1,57394883,57431813,C8B
ENSG00000138071,2,65454887,65498387,ACTR2
ENSG00000112062,6,35995488,36079013,MAPK14
ENSG00000167996,11,61727190,61735132,FTH1
ENSG00000160209,21,45138975,45182188,PDXK
ENSG00000165799,14,21510385,21512393,RNASE7
ENSG00000262552,HSCHR10_1_CTG5,45885738,45957624,ALOX5
ENSG00000057149,18,61322431,61329197,SERPINB3
ENSG00000173431,14,21525981,21526614,RNASE8
ENSG00000174123,4,38773860,38784611,TLR10
ENSG00000231834,HSCHR6_MHC_MANN,29898024,29902665,HLA-A
ENSG00000174125,4,38792298,38858438,TLR1
ENSG00000174130,4,38825336,38858438,TLR6
ENSG00000197746,10,73576055,73611126,PSAP
ENSG00000087086,19,49468558,49470135,FTL
ENSG00000081189,5,88013975,88199922,MEF2C
ENSG00000076662,19,10444452,10450499,ICAM3
ENSG00000039537,5,41142336,41261540,C6
ENSG00000100554,14,67761088,67826982,ATP6V1D
ENSG00000173432,11,18287721,18291524,SAA1
ENSG00000177606,1,59246465,59249785,JUN
ENSG00000121060,17,54965270,54991399,TRIM25
ENSG00000123268,12,51157493,51214905,ATF1
ENSG00000160213,21,45192393,45196326,CSTB
ENSG00000242550,18,61564408,61603345,SERPINB10
ENSG00000198898,7,116451124,116562103,CAPZA2
ENSG00000102189,12,93164413,93323107,EEA1
ENSG00000156711,6,36095586,36107842,MAPK13
ENSG00000100345,22,36677327,36784063,MYH9
ENSG00000140319,15,40327940,40331389,SRP14
ENSG00000185432,12,51317255,51326300,METTL7A
ENSG00000236632,HSCHR6_MHC_MANN,30501925,30506663,HLA-E
ENSG00000112640,6,42952237,42980080,PPP2R5D
ENSG00000132664,20,18447771,18465287,POLR3F
ENSG00000185883,16,2563871,2570219,ATP6V0C
ENSG00000177889,12,93799449,93836038,UBE2N
ENSG00000112290,6,110421022,110501207,WASF1
ENSG00000172322,12,10103915,10148293,CLEC12A
ENSG00000086758,X,53559057,53713673,HUWE1
ENSG00000140992,16,2587965,2653189,PDPK1
ENSG00000078142,18,39535171,39667794,PIK3C3
ENSG00000100030,22,22108789,22221970,MAPK1
ENSG00000168092,11,117014983,117047610,PAFAH1B2
ENSG00000134516,5,169064251,169510386,DOCK2
ENSG00000100365,22,37257030,37274057,NCF4
ENSG00000187554,1,223282748,223316624,TLR5
ENSG00000176105,18,721588,812547,YES1
ENSG00000176407,2,85198216,85286595,KCMF1
ENSG00000206445,HSCHR6_MHC_QBL,31502517,31504899,ATP6V1G2
