Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Gene name
ENSG00000138246,3,132417502,132539032,DNAJC13
ENSG00000042753,19,46838136,46850846,AP2S1
ENSG00000114331,3,195274745,195443044,ACAP2
ENSG00000184056,15,90998673,91022603,VPS33B
ENSG00000160948,8,144423601,144428563,VPS28
ENSG00000111737,12,120095099,120117502,RAB35
ENSG00000168434,16,23388493,23453189,COG7
ENSG00000103365,16,23463542,23521995,GGA2
ENSG00000122958,10,69123512,69174412,VPS26A
ENSG00000063245,19,55675226,55709858,EPN1
ENSG00000066777,8,67173511,67343781,ARFGEF1
ENSG00000122705,9,36190856,36304781,CLTA
ENSG00000131165,16,89640816,89657738,CHMP1A
ENSG00000138592,15,50424380,50514421,USP8
ENSG00000139719,12,122229564,122266494,VPS33A
ENSG00000152056,2,223751686,223838027,AP1S3
ENSG00000168374,3,57571363,57598220,ARF4
ENSG00000185009,10,74120255,74150842,AP3M1
ENSG00000161203,3,184174689,184184091,AP2M1
ENSG00000176428,7,73667831,73672112,VPS37D
ENSG00000028528,15,64094123,64146090,SNX1
ENSG00000196961,19,49767001,49807114,AP2A1
ENSG00000072958,19,16197854,16245906,AP1M1
ENSG00000135823,1,180972712,181023121,STX6
ENSG00000070718,8,42152946,42171673,AP3M2
ENSG00000107863,10,24583609,24723887,ARHGAP21
ENSG00000105976,7,116672196,116798377,MET
ENSG00000115020,2,208266255,208358746,PIKFYVE
ENSG00000185236,19,8389981,8404434,RAB11B
ENSG00000103051,16,70480568,70523560,COG4
ENSG00000166887,15,42158701,42208307,VPS39
ENSG00000132612,16,69311350,69326939,VPS4A
ENSG00000213380,16,69320140,69339583,COG8
ENSG00000204390,6,31809619,31815283,HSPA1L
ENSG00000204389,6,31815543,31817946,HSPA1A
ENSG00000204388,6,31827738,31830254,HSPA1B
ENSG00000104888,19,49429401,49442360,SLC17A7
ENSG00000117533,1,171700160,171742074,VAMP4
ENSG00000157823,15,89830599,89894638,AP3S2
ENSG00000115145,2,152116801,152175763,STAM2
ENSG00000132842,5,78002326,78294698,AP3B1
ENSG00000197959,1,171841498,172418466,DNM3
ENSG00000106636,7,44200959,44214294,YKT6
ENSG00000167705,17,1646145,1649866,RILP
ENSG00000100478,14,31025106,31130996,AP4S1
ENSG00000133961,14,73275107,73458617,NUMB
ENSG00000183020,11,924894,1012245,AP2A2
ENSG00000136238,7,6374527,6403967,RAC1
ENSG00000108774,17,42124978,42155044,RAB5C
ENSG00000134108,3,5122249,5180911,ARL8B
ENSG00000162236,11,62806860,62832051,STX5
ENSG00000156931,3,184812143,185052614,VPS8
ENSG00000196455,3,130678934,130746829,PIK3R4
ENSG00000113282,5,157785743,157859145,CLINT1
ENSG00000168118,1,229271062,229305894,RAB4A
ENSG00000164597,7,107201372,107564261,COG5
ENSG00000154710,7,66682164,66811464,RABGEF1
ENSG00000103723,15,82659281,82710112,AP3B2
ENSG00000198742,7,99027440,99144108,SMURF1
ENSG00000220205,17,8159149,8163546,VAMP2
ENSG00000126803,14,64535905,64546173,HSPA2
ENSG00000170310,17,9250471,9576591,STX8
ENSG00000129354,19,10572671,10587315,AP1M2
ENSG00000069869,15,55826922,55993660,NEDD4
ENSG00000125633,2,117915478,118014133,CCDC93
ENSG00000122674,7,5898725,5926550,CCZ1
ENSG00000139722,12,122865330,122896127,VPS37B
ENSG00000083937,3,87227271,87255556,CHMP2B
ENSG00000038210,4,25160663,25279204,PI4K2B
ENSG00000254470,11,65773898,65780976,AP5B1
ENSG00000072818,17,7336529,7351477,ACAP1
ENSG00000104915,19,13144058,13150383,STX10
ENSG00000072134,17,19215615,19336715,EPN2
ENSG00000166747,16,71729000,71809201,AP1G1
ENSG00000140575,15,90388242,90502239,IQGAP1
ENSG00000175416,5,176392501,176416539,CLTB
ENSG00000154917,3,133824235,133895882,RAB6B
ENSG00000177951,11,167784,207428,BET1L
ENSG00000141971,19,17405722,17433724,MVB12A
ENSG00000186111,19,3630183,3700468,PIP5K1C
ENSG00000139190,12,6462237,6470677,VAMP1
ENSG00000108587,17,30477362,30527592,GOSR1
ENSG00000143952,2,63892146,64019428,VPS54
ENSG00000223501,6,33250272,33272047,VPS52
ENSG00000167987,11,61130257,61161615,VPS37C
ENSG00000108854,17,64542282,64662307,SMURF2
ENSG00000185359,17,81683326,81703138,HGS
ENSG00000079805,19,10718055,10833488,DNM2
ENSG00000132718,1,155859567,155885199,SYT11
ENSG00000125447,17,75236599,75262363,GGA3
ENSG00000111237,12,110491083,110502111,VPS29
ENSG00000160695,11,119067818,119081972,VPS11
ENSG00000111540,12,55973913,55996683,RAB5B
ENSG00000121749,12,71839707,71927248,TBC1D15
ENSG00000087470,12,32679200,32745650,DNM1L
ENSG00000084070,1,40344850,40423326,SMAP2
ENSG00000131475,17,42773449,42779599,VPS25
ENSG00000141252,17,508503,721717,VPS53
ENSG00000074319,11,18468336,18526951,TSG101
ENSG00000173110,1,161524540,161526894,HSPA6
ENSG00000135439,12,57723761,57742157,AGAP2
ENSG00000276293,17,38765691,38800126,PIP4K2B
ENSG00000176108,17,80991598,81009517,CHMP6
ENSG00000162980,2,151788984,151828492,ARL5A
ENSG00000198399,2,24202864,24360536,ITSN2
ENSG00000143761,1,228082660,228099212,ARF1
ENSG00000003393,2,201700267,201782112,ALS2
ENSG00000135775,1,230642481,230693982,COG2
ENSG00000085832,1,51354263,51519266,EPS15
ENSG00000124356,2,73828916,73873659,STAMBP
ENSG00000173744,2,227472152,227561217,AGFG1
ENSG00000084733,2,26034084,26137454,RAB10
ENSG00000137942,1,93448118,93554661,FNBP1L
ENSG00000143376,1,151612006,151699091,SNX27
ENSG00000070831,1,22025511,22101360,CDC42
